repo,releases_count,open_issues_count,branches_count,pulls_count,readme_len,readme_avg_slen,readme_avg_wlen,readme_hcount,readme_snippets_count,readme_mcw,readme_example_count,readme_sample_count,readme_demonstration_count,readme_links,readme_links_count,readme_pmentions,readme_imentions,maven_projects_count,maven_plugins,maven_wars_count,maven_jars_count,maven_poms_count,junit_tests
xiaoshicae/easy-extension,2,0,4,10.0,1405,67.0,7.231343283582089,7,1,"['wiki', 'license']",0,2,0,"['wiki -> https://github.com/xiaoshicae/easy-extension/wiki', 'go-easy-extension -> https://github.com/xiaoshicae/go-easy-extension', 'easy-extension-sample -> https://github.com/xiaoshicae/easy-extension-sample']",3,0,0,3.0,"[org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,2.0,1.0,13.0
valkey-io/valkey-java,2,0,5,2.0,10069,25.75,5.902912621359223,9,4,"['connection', 'resource', 'pool', 'true', 'false']",1,0,0,"['Valkey -> https://github.com/valkey-io/valkey', 'Jedis -> https://github.com/redis/jedis', 'Maven Central -> https://central.sonatype.com/artifact/io.valkey/valkey-java']",3,0,0,1.0,"[com.googlecode.maven-java-formatter-plugin:maven-java-formatter-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,1.0,0.0,4013.0
ing-bank/INGenious,1,12,3,9.0,4149,26.428571428571427,5.535135135135135,3,0,"['ingenious', 'test', 'testing', 'automation', 'easy']",0,0,0,"['![Build INGenious Source Code -> https://github.com/ing-bank/INGenious/actions/workflows/maven.yml/badge.svg', 'Static Badge -> https://img.shields.io/badge/Version-1.0-%23FF6200', ':arrow_right: Getting started -> https://ing-bank.github.io/ingenious-doc/gettingstarted/', ':arrow_right: IDE -> https://ing-bank.github.io/ingenious-doc/knowyourframework/', ':arrow_right: Browser Testing -> https://ing-bank.github.io/ingenious-doc/browsertesting/', ':arrow_right: API Testing -> https://ing-bank.github.io/ingenious-doc/api/', ':arrow_right: Customizations -> https://ing-bank.github.io/ingenious-doc/customizations/', ':arrow_right: BDD Support -> https://ing-bank.github.io/ingenious-doc/bdd/', ':arrow_right: Test Plan -> https://ing-bank.github.io/ingenious-doc/testplan/', ':arrow_right: Integration -> https://ing-bank.github.io/ingenious-doc/ci/', ':arrow_right: License -> https://github.com/ing-bank/INGenious']",11,0,0,9.0,"[com.google.code.maven-replacer-plugin:replacer,maven-assembly-plugin,maven-clean-plugin,maven-compiler-plugin,maven-resources-plugin,org.apache.maven.plugins:maven-assembly-plugin,org.apache.maven.plugins:maven-clean-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-dependency-plugin,org.apache.maven.plugins:maven-eclipse-plugin,org.apache.maven.plugins:maven-install-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:exec-maven-plugin]",0.0,7.0,2.0,24.0
rayokota/kwack,12,7,10,5.0,7233,38.04545454545455,4.82078853046595,3,7,"['kwack', 'schema', 'kafka', 'duckdb', 'using']",0,0,0,"['release -> https://github.com/rayokota/kwack/releases', 'kcat -> https://github.com/edenhill/kcat', 'here -> https://github.com/rayokota/kwack/blob/master/src/main/java/io/kcache/kwack/KwackConfig.java', 'blog -> https://yokota.blog/2024/07/11/in-memory-analytics-for-kafka-using-duckdb/', 'port']",5,0,0,1.0,"[com.github.os72:protoc-jar-maven-plugin,com.github.spotbugs:spotbugs-maven-plugin,maven-surefire-plugin,org.apache.maven.plugins:maven-assembly-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-release-plugin,org.apache.maven.plugins:maven-source-plugin,org.sonatype.plugins:nexus-staging-maven-plugin]",0.0,1.0,0.0,18.0
carldea/cognitive,6,0,5,5.0,24954,20.80473372781065,5.349544937428896,23,22,"['model', 'view', 'property', 'controller', 'ui']",5,0,0,"['here -> https://github.com/carldea/cognitive/wiki', 'Release notes -> https://github.com/carldea/cognitive/releases', '1.5.0 -> https://github.com/carldea/cognitive/releases/tag/release%2F1.5.0', '1.4.0 -> https://github.com/carldea/cognitive/releases/tag/release%2F1.4.0', '1.3.0 -> https://github.com/carldea/cognitive/releases/tag/release%2F1.3.0', '1.2.0 -> https://github.com/carldea/cognitive/releases/tag/release%2F1.2.0', '1.1.0 -> https://github.com/carldea/cognitive/releases/tag/release%2F1.1.0', '1.0.0 -> https://github.com/carldea/cognitive/releases/tag/release%2F1.0.0', 'Form demo -> https://github.com/carldea/cognitive/tree/main/src/test/java/org/carlfx/cognitive/test/demo', 'Model View Controller -> http://en.wikipedia.org/wiki/Model%E2%80%93view%E2%80%93controller', 'separation of concerns. -> http://en.wikipedia.org/wiki/Separation_of_concerns', 'MVVM -> https://en.wikipedia.org/wiki/Model%E2%80%93view%E2%80%93viewmodel', 'Martin Fowler -> https://en.wikipedia.org/wiki/Martin_Fowler_(software_engineer', 'Presentation Model design pattern -> https://martinfowler.com/eaDev/PresentationModel.html', 'Supervising Controller Pattern -> https://martinfowler.com/eaaDev/SupervisingPresenter.html', 'Properties API -> https://dev.java/learn/javafx/properties/', 'mvc-ui-pattern -> https://github.com/carldea/cognitive/assets/1594624/b8d811a2-cab6-4ac4-aa0e-5778a03e0d0b', 'Presentation Model Pattern -> https://martinfowler.com/eaaDev/PresentationModel.html', 'mvvm-ui-pattern -> https://github.com/carldea/cognitive/assets/1594624/6e290bc4-2b5e-475f-991f-291b196e207f', 'javafx-mvvm-ui-pattern -> https://github.com/carldea/cognitive/assets/1594624/aa922411-e4fb-456a-93bc-6f8c7a333ad7', 'Form demo -> https://github.com/carldea/cognitive/tree/main/src/test/java/org/carlfx/cognitive/test/demo', 'demo1 -> https://github.com/carldea/cognitive/assets/1594624/320c19f2-6545-4f43-8762-522ec0100b93', 'GUI Architectural Patterns by Martin Fowler -> https://martinfowler.com/eaaDev/uiArchs.html', 'Flow Synchronization Pattern -> https://martinfowler.com/eaaDev/FlowSynchronization.html', 'Separated Presentation -> https://martinfowler.com/eaaDev/SeparatedPresentation.html', 'JavaFX Forms Framework -> https://carlfx.wordpress.com/2009/07/29/javafx-forms-framework-part-1/']",26,0,0,1.0,"[net.nicoulaj.maven.plugins:checksum-maven-plugin,org.apache.maven.plugins:maven-assembly-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.panteleyev:jpackage-maven-plugin,org.sonatype.central:central-publishing-maven-plugin,org.sonatype.plugins:nexus-staging-maven-plugin]",0.0,1.0,0.0,7.0
marcushellberg/java-chat-with-documents,0,0,2,3.0,2212,18.157894736842103,4.953623188405797,7,0,"['openai', 'using', 'project', 'us', 'document']",0,0,0,"['LangChain4j -> https://github.com/langchain4j/langchain4j', 'Vaadin -> http://vaadin.com/', 'API key -> https://platform.openai.com/api-keys', 'Ollama -> https://ollama.com/', 'embedding stores that LangChain4j supports -> https://docs.langchain4j.dev/integrations/embedding-stores/', 'how to import Vaadin projects to different IDEs -> https://vaadin.com/docs/latest/guide/step-by-step/importing']",6,0,0,1.0,"[com.vaadin:vaadin-maven-plugin,org.apache.maven.plugins:maven-failsafe-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,0.0
wb04307201/easy-ai-spring-boot-starter,0,0,2,1.0,3844,33.142857142857146,5.519396551724138,15,8,"['rag', 'spring', 'ai', 'jitpack', 'ollama']",0,0,0,"['![ -> https://jitpack.io/v/com.gitee.wb04307201/easy-ai-spring-boot-starter.svg', '![star -> https://gitee.com/wb04307201/easy-ai-spring-boot-starter/badge/star.svg?theme=dark', '![fork -> https://gitee.com/wb04307201/easy-ai-spring-boot-starter/badge/fork.svg?theme=dark', '![star -> https://img.shields.io/github/stars/wb04307201/easy-ai-spring-boot-starter', '![fork -> https://img.shields.io/github/forks/wb04307201/easy-ai-spring-boot-starter', 'MIT -> https://img.shields.io/badge/License-Apache2.0-blue.svg', 'JDK -> https://img.shields.io/badge/JDK-17+-green.svg', 'SpringBoot -> https://img.shields.io/badge/Srping%20Boot-3+-green.svg', 'Spring AI -> https://docs.spring.io/spring-ai/reference/index.html', '易智Spring -> https://gitee.com/wb04307201/easy-ai-spring-boot-starter', 'AI大模型Demo -> https://gitee.com/wb04307201/easy-ai-demo', 'ollama -> https://ollama.com/', '智谱AI -> https://open.bigmodel.cn/', 'Spring AI -> https://docs.spring.io/spring-ai/reference/index.html']",14,0,0,1.0,[],0.0,1.0,0.0,3.0
luohongtu/agency-lock,0,0,1,0.0,1938,72.33333333333333,6.442396313364055,3,6,"['lock', 'project', 'proxy', 'used', 'license']",0,0,0,[],0,0,0,5.0,[org.apache.maven.plugins:maven-compiler-plugin],0.0,4.0,1.0,0.0
theodo-fintech/spring-data-event,0,1,3,4.0,2775,43.55555555555556,5.252551020408164,10,3,"['event', 'entity', 'sent', 'jpa', 'kafka']",3,0,0,"['x', ' ', ' ', ' ']",4,0,0,1.0,"[maven-deploy-plugin,maven-javadoc-plugin,maven-source-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.jacoco:jacoco-maven-plugin]",0.0,1.0,0.0,15.0
IBM/sonar-cryptography,8,11,16,84.0,5082,26.65384615384616,5.297258297258297,11,0,"['plugin', 'cryptography', 'rule', 'sonarqube', 'code']",0,0,0,"['![License -> https://img.shields.io/github/license/IBM/sonar-cryptography.svg?', '![Current Release -> https://img.shields.io/github/release/IBM/sonar-cryptography.svg?logo=IBM', 'CBOM -> https://cyclonedx.org/capabilities/cbom/', 'CBOMKit -> https://github.com/IBM/cbomkit', 'JCA -> https://docs.oracle.com/javase/8/docs/technotes/guides/security/crypto/CryptoSpec.html', 'BouncyCastle -> https://github.com/bcgit/bc-java', 'pyca/cryptography -> https://cryptography.io/en/latest/', '^1]: We only cover the BouncyCastle *light-weight API* according to [this specification -> https://javadoc.io/static/org.bouncycastle/bctls-jdk14/1.75/specifications.html', 'latest releases -> https://github.com/IBM/sonar-cryptography/releases', 'more -> https://docs.sonarqube.org/latest/setup-and-upgrade/install-a-plugin/', 'CBOM -> https://cyclonedx.org/capabilities/cbom/', 'SonarQube documentation -> https://docs.sonarqube.org/latest/analyzing-source-code/overview/', ""IBM's CBOM Viewer -> https://www.zurich.ibm.com/cbom/"", 'GitHub issues -> https://github.com/IBM/sonar-cryptography/issues', 'GitHub Discussions -> https://github.com/IBM/sonar-cryptography/discussions']",15,0,0,10.0,"[com.diffplug.spotless:spotless-maven-plugin,org.apache.maven.plugins:maven-checkstyle-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-resources-plugin,org.apache.maven.plugins:maven-shade-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:exec-maven-plugin,org.cyclonedx:cyclonedx-maven-plugin,org.sonarsource.sonar-packaging-maven-plugin:sonar-packaging-maven-plugin]",0.0,8.0,1.0,262.0
jagodevreede/sdkman-ui,6,6,7,7.0,3863,39.5,4.860759493670886,11,0,"['window', 'available', 'version', 'zip', 'http']",0,0,0,"['SDKMAN -> https://sdkman.io/', 'https://gnuwin32.sourceforge.net/packages/zip.htm -> https://gnuwin32.sourceforge.net/packages/zip.htm', 'direct download -> http://downloads.sourceforge.net/gnuwin32/zip-3.0-bin.zip', 'https://gnuwin32.sourceforge.net/packages/unzip.htm -> https://gnuwin32.sourceforge.net/packages/unzip.htm', 'direct download -> https://gnuwin32.sourceforge.net/downlinks/unzip-bin-zip.php', 'v0.0.3 -> https://github.com/jagodevreede/sdkman-ui/releases/download/v0.0.3/sdkman-ui-windows_x86_64-0.0.3.zip', 'releases/tag/early-access -> https://github.com/jagodevreede/sdkman-ui/releases/tag/early-access', 'video -> https://www.youtube.com/watch?v=oyYtHrihThk', 'https://learn.microsoft.com/en-us/windows/apps/get-started/enable-your-device-for-development -> https://learn.microsoft.com/en-us/windows/apps/get-started/enable-your-device-for-development']",9,0,0,4.0,"[com.gluonhq:gluonfx-maven-plugin,com.googlecode.maven-download-plugin:download-maven-plugin,net.revelc.code.formatter:formatter-maven-plugin,org.apache.maven.plugins:maven-antrun-plugin,org.apache.maven.plugins:maven-assembly-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-enforcer-plugin,org.apache.maven.plugins:maven-resources-plugin,org.codehaus.mojo:versions-maven-plugin,org.openjfx:javafx-maven-plugin]",0.0,3.0,1.0,13.0
advent-of-craft/2024-summer-craft-book,0,0,1,0.0,3158,18.296296296296298,4.894736842105263,8,0,"['week', 'summer', 'craft', 'book', 'repository']",0,0,0,"['![Our Discord -> https://img.shields.io/badge/Discord-7289DA?style=for-the-badge&logo=discord&logoColor=white', '![Linkedin -> https://img.shields.io/badge/LinkedIn-0077B5?style=for-the-badge&logo=linkedin&logoColor=white', '![License -> https://img.shields.io/github/license/advent-of-craft/2024-summer-craft-book.svg', 'Digital copy -> https://drive.google.com/file/d/16BrF17jEMr6Sleonnq6xSafWMHA5_q1Y/view?usp=drive_link', 'Printable version -> https://drive.google.com/file/d/1yG6ALvJyf3y5LCWF38VlzW7D2APaGZRK/view?usp=sharing', '![Summer Craft Book](docs/img/cover.webp) -> https://drive.google.com/file/d/16BrF17jEMr6Sleonnq6xSafWMHA5_q1Y/view?usp=drive_link', 'here -> https://miro.com/app/board/uXjVK056f4o=/?share_link_id=201408685412', 'here -> https://drive.google.com/file/d/1laWnvAk8AnQ00QlaepzF3hTO2a8UR-Wg/view?usp=sharing', '![Miro board](docs/img/miro-board.webp) -> https://miro.com/app/board/uXjVK056f4o=/?share_link_id=201408685412', 'here -> https://discord.gg/E5Z9s9UKTS', '![Discord Advent Of Craft](docs/img/discord.webp) -> https://discord.gg/E5Z9s9UKTS']",11,0,0,26.0,"[maven-compiler-plugin,org.apache.maven.plugins:maven-surefire-plugin]",0.0,24.0,2.0,22.0
quarkiverse/quarkus-roq,6,22,2,138.0,5448,92.0,4.5772946859903385,2,0,"['roq', 'quarkus', 'static', 'generator', 'extension']",0,0,0,"['![All Contributors -> https://img.shields.io/badge/all_contributors-9-orange.svg?style=flat-square', '![Version -> https://img.shields.io/maven-central/v/io.quarkiverse.roq/quarkus-roq?logo=apache-maven&style=flat-square', ""Roq's blog -> https://pages.quarkiverse.io/quarkus-roq/"", 'documentation -> https://docs.quarkiverse.io/quarkus-roq/dev/index.html', 'Roq Data -> https://docs.quarkiverse.io/quarkus-roq/dev/quarkus-roq-data.html', 'Roq FrontMatter -> https://docs.quarkiverse.io/quarkus-roq/dev/quarkus-roq-frontmatter.html', 'Roq Generator -> https://docs.quarkiverse.io/quarkus-roq/dev/quarkus-roq-generator.html', 'emoji key -> https://allcontributors.org/docs/en/emoji-key', 'all-contributors -> https://github.com/all-contributors/all-contributors']",9,0,0,33.0,"[${quarkus.platform.group-id}:quarkus-maven-plugin,com.coderplus.maven.plugins:copy-rename-maven-plugin,io.mvnpm:esbuild-maven-plugin,io.quarkus:quarkus-config-doc-maven-plugin,io.quarkus:quarkus-extension-maven-plugin,io.quarkus:quarkus-maven-plugin,io.smallrye:jandex-maven-plugin,it.ozimov:yaml-properties-maven-plugin,maven-compiler-plugin,maven-failsafe-plugin,maven-jar-plugin,maven-resources-plugin,maven-surefire-plugin,org.asciidoctor:asciidoctor-maven-plugin]",0.0,22.0,11.0,40.0
alina-yur/native-spring-ai,0,0,1,0.0,1225,23.125,5.205405405405405,3,3,"['app', 'spring', 'native', 'ai', 'travel']",1,0,0,[],0,0,0,1.0,"[org.graalvm.buildtools:native-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,0.0
52jing/wang-template-backend,0,0,1,0.0,8107,31.97058823529412,5.318307267709292,55,15,"['template', 'report', 'file', 'configure', 'data']",3,0,0,"['https://github.com/52jing/wang-template-backend -> https://github.com/52jing/wang-template-backend', 'https://gitee.com/i52jing/wang-template-backend -> https://gitee.com/i52jing/wang-template-backend', 'https://github.com/52jing/wang-template-admin -> https://github.com/52jing/wang-template-admin', 'https://gitee.com/i52jing/wang-template-admin -> https://gitee.com/i52jing/wang-template-admin', 'poi-tl -> https://deepoove.com/poi-tl/', 'FreeMarker -> https://freemarker.apache.org/', 'https://github.com/52jing/wang-template-compose -> https://github.com/52jing/wang-template-compose', 'https://gitee.com/i52jing/wang-template-compose -> https://gitee.com/i52jing/wang-template-compose', 'x-file-storage -> https://x-file-storage.xuyanwu.cn/#/', 'poi-tl -> https://deepoove.com/poi-tl/', 'FreeMarker -> https://freemarker.apache.org/']",11,0,0,6.0,"[com.diffplug.spotless:spotless-maven-plugin,maven-compiler-plugin,org.apache.maven.plugins:maven-resources-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:flatten-maven-plugin,org.jacoco:jacoco-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,4.0,2.0,38.0
bsorrentino/langgraph4j,7,9,2,3.0,10078,35.77142857142857,5.550319488817891,15,6,"['x', 'state', 'node', 'graph', 'agent']",1,5,0,"['![Javadoc -> https://img.shields.io/badge/Javadoc-Documentation-blue', 'javadocs] [![Static Badge -> https://img.shields.io/badge/maven--snapshots-1.0--SNAPSHOT-blue', 'snapshots] [![Maven Central -> https://img.shields.io/maven-central/v/org.bsc.langgraph4j/langgraph4j-core-jdk8.svg', 'langchain4j', 'LangGraph', 'LangChain AI project -> langchain.ai', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'CompletableFuture', 'x', 'x', 'x', 'x', 'PlantUML', 'x', 'Mermaid', 'x', 'x', 'x', 'x', 'x', ' ', ' ', ' ', ' ', 'Agent Executor -> springai-agentexecutor', 'SpringAI', 'Agent Executor -> agent-executor', 'Langchain4j -> langchain4j', 'Image To PlantUML Diagram -> image-to-diagram', 'Langchain4j -> langchain4j', 'Adaptive RAG -> adaptive-rag', 'Langchain4j -> langchain4j', 'How to view and update past graph state -> howto-timetravel', 'LangGraph blog -> langgraph.blog', 'AgentExecutor', 'langchain', 'javadocs', 'SpringAI', 'Studio', 'CompletableFuture', 'article01', 'langchain4j', 'langchain', 'langgraph', 'AgentExecutor', 'PlantUML', 'Mermaid', 'snapshots', 'releases']",61,0,0,9.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-site-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.apache.maven.plugins:maven-war-plugin,org.codehaus.mojo:exec-maven-plugin,org.projectlombok:lombok-maven-plugin,org.sonatype.plugins:nexus-staging-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,7.0,2.0,50.0
AutoMQ/kafka-provider-comparison,0,1,2,1.0,11294,20.79268292682927,5.336070381231671,13,0,"['kafka', 'provider', 'cost', 'comparison', 'configuration']",1,0,0,"['OpenMessaging Benchmark -> https://github.com/openmessaging/benchmark', 'AutoMQ -> https://www.automq.com', 'Apache Kafka -> https://kafka.apache.org', 'Amazon MSK -> https://docs.amazonaws.cn/msk/index.html', 'issue-1 -> https://github.com/AutoMQ/kafka-provider-comparison/issues/1', 'Infracost -> https://www.infracost.io/', 'Infracost -> https://www.infracost.io/', 'Slack -> https://join.slack.com/t/automq/shared_invite/zt-29h17vye9-thf31ebIVL9oXuRdACnOIA', 'Infracost -> https://www.infracost.io/', 'OpenMessaging Benchmark Framework -> https://github.com/openmessaging/benchmark/']",10,0,1,21.0,"[com.diffplug.spotless:spotless-maven-plugin,com.github.spotbugs:spotbugs-maven-plugin,com.mycila:license-maven-plugin,com.spotify:dockerfile-maven-plugin,maven-assembly-plugin,maven-failsafe-plugin,maven-surefire-plugin,org.apache.maven.plugins:maven-checkstyle-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-dependency-plugin,org.apache.maven.plugins:maven-enforcer-plugin,org.jacoco:jacoco-maven-plugin]",0.0,18.0,3.0,38.0
westwong/westDao,5,0,1,0.0,8460,964.0,5.784232365145228,4,8,"['wise', 'simple', 'tool', 'westdao', 'spring']",0,0,0,"['WestDao -> https://github.com/westwong/westDao', 'English -> https://github.com/westwong/westDao/blob/master/README-en.md', 'westDao -> https://github.com/westwong/westDao/tree/master/WestDaoCore', 'Spring Data JPA -> https://spring.io/projects/spring-data-jpa', 'MyBatis-plus -> https://baomidou.com/', 'JPQL -> https://docs.oracle.com/cd/E29542_01/apirefs.1111/e13946/ejb3_langref.html', 'pom  -> https://github.com/westwong/westDao/blob/master/WestDaoTest/pom.xml', 'testDemo -> https://github.com/westwong/westDao/tree/master/WestDaoTest', 'Issue -> https://github.com/westwong/westDao/issues', 'Pull request -> https://github.com/westwong/westDao/pulls']",10,0,0,3.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.sonatype.central:central-publishing-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,2.0,1.0,0.0
tree-sitter/java-tree-sitter,4,1,3,7.0,1590,48.8,4.930327868852459,3,1,"['jdk', 'android', 'java', 'alternative', 'sdk']",0,0,0,"['![CI][ci] -> https://github.com/tree-sitter/java-tree-sitter/actions/workflows/ci.yml', '![central][central] -> https://central.sonatype.com/artifact/io.github.tree-sitter/jtreesitter', '![docs][docs] -> https://tree-sitter.github.io/java-tree-sitter/', 'tree-sitter/kotlin-tree-sitter -> https://github.com/tree-sitter/kotlin-tree-sitter', 'bonede/tree-sitter-ng -> https://github.com/bonede/tree-sitter-ng', 'seart-group/java-tree-sitter -> https://github.com/seart-group/java-tree-sitter', 'AndroidIDEOfficial/android-tree-sitter -> https://github.com/AndroidIDEOfficial/android-tree-sitter', 'jextract', 'ci', 'central', 'docs', 'FFM', 'jextract']",13,0,0,1.0,"[com.diffplug.spotless:spotless-maven-plugin,com.github.spotbugs:spotbugs-maven-plugin,maven-antrun-plugin,maven-gpg-plugin,maven-javadoc-plugin,maven-source-plugin,maven-surefire-plugin,org.codehaus.mojo:build-helper-maven-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,1.0,0.0,133.0
mabartos/keycloak-adaptive-authn,0,13,7,1.0,1877,24.8,5.645161290322581,6,0,"['keycloak', 'adaptive', 'authentication', 'module', 'use']",0,0,0,"['KeyConf24 -> https://keyconf.dev/', 'Slides -> https://drive.google.com/file/d/1PESlDBR8P9nQJyPz_H45R3ZS4LjtSV_W/view?usp=sharing', 'Talk -> https://www.youtube.com/watch?v=0zWlc08CPuo', 'Demo -> https://drive.google.com/file/d/1dv5zWM69-KZyT3OUjLe-3b1GcI8ErDJ2/view?usp=sharing', 'Slides -> https://drive.google.com/file/d/1WscEQlWpjYdrOwGDMj9IDV6bARY-4Utn/view?usp=sharing', 'Document -> https://github.com/mabartos/adaptive-authn-docs/blob/main/Adaptive_Authentication_Final.pdf']",6,0,0,6.0,"[org.apache.maven.plugins:maven-assembly-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-dependency-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-resources-plugin,org.apache.maven.plugins:maven-source-plugin,org.codehaus.mojo:exec-maven-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,4.0,2.0,0.0
qq418745/spring-ai-example,0,0,1,0.0,350,22.0,5.704545454545454,5,0,"['http', 'api', 'key', 'start', 'p']",2,0,0,[],0,0,0,1.0,[org.springframework.boot:spring-boot-maven-plugin],0.0,1.0,0.0,0.0
Randgalt/java-composer,1,5,1,15.0,1042,21.857142857142858,5.215686274509804,3,1,"['javapoet', 'support', 'java', 'missing', 'feature']",0,0,0,"['![Maven Build -> https://github.com/Randgalt/java-composer/actions/workflows/ci.yml/badge.svg', '![Maven Central -> https://img.shields.io/maven-central/v/io.soabase.java-composer/java-composer.svg?sort=date', 'JavaPoet -> https://github.com/square/javapoet', 'JavaPoet -> https://github.com/square/javapoet']",4,1,0,1.0,"[maven-gpg-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-install-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-release-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin]",0.0,1.0,0.0,377.0
bitstorm/modern-webdev-wicket,0,0,1,0.0,18410,47.55555555555556,5.524532710280374,7,21,"['application', 'wicket', 'page', 'use', 'library']",9,0,0,"['user guide paragraph -> https://nightlies.apache.org/wicket/guide/10.x/single.html#_generating_structured_and_clear_urls', 'user guide paragraph -> https://nightlies.apache.org/wicket/guide/10.x/single.html#_page_versioning_and_caching', 'official WebJars site -> https://www.webjars.org', 'http://localhost:8080 -> http://localhost:8080', 'Hazelcast -> https://hazelcast.com/', 'Wicket and Spring Boot integration project -> https://github.com/MarcGiffing/wicket-spring-boot', 'Hazelcast tutorial -> https://docs.hazelcast.com/tutorials/spring-session-hazelcast', 'cache the results of you services -> https://www.baeldung.com/spring-cache-tutorial', 'Hazelcast documentation -> https://docs.hazelcast.com/hazelcast/5.4/clusters/network-configuration', 'http://localhost:8083 -> http://localhost:8083', 'http://localhost:8084 -> http://localhost:8084', 'CSS resource -> https://nightlies.apache.org/wicket/guide/10.x/single.html#_resource_management_with_wicket', 'libsass -> https://github.com/sass/libsass', 'official documentation -> https://getbootstrap.com/docs/5.0/customize/sass/#modify-map', 'main', 'dev', 'main', 'dev', 'dev', 'dev']",20,0,0,3.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-war-plugin,org.eclipse.jetty:jetty-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",3.0,0.0,0.0,0.0
mybatis-mp/mybatis-mp,12,1,14,12.0,3917,92.8,5.463362068965517,30,7,"['http', 'select', 'count', 'maven', 'returntype']",0,0,0,[],0,0,0,5.0,"[org.apache.maven.plugins:maven-failsafe-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.sonatype.plugins:nexus-staging-maven-plugin]",0.0,4.0,1.0,287.0
